q0,q1,q2,q3,acc_x,acc_y,acc_z
0.63,-0.06,-0.05,-0.77,-0.06,0.35,-0.6
0.63,-0.06,-0.05,-0.77,-0.01,0.72,-0.47
0.63,-0.07,-0.05,-0.78,1.07,-0.57,0.62
0.62,-0.07,-0.05,-0.78,0.69,-0.39,0.18
0.62,-0.07,-0.05,-0.78,0.4,0.8,-0.3
0.62,-0.07,-0.05,-0.78,0.36,0.72,-0.26
0.62,-0.07,-0.05,-0.78,0.21,0.53,-0.22
0.62,-0.08,-0.05,-0.78,0.12,0.7,0.14
0.62,-0.08,-0.04,-0.78,0.36,-0.7,0.48
0.62,-0.08,-0.04,-0.78,0.12,-0.66,0.58
0.62,-0.08,-0.04,-0.78,0.1,-0.11,-0.08
0.62,-0.08,-0.04,-0.78,-0.13,-0.39,-0.22
0.62,-0.08,-0.04,-0.78,-0.2,-0.12,-0.27
0.61,-0.08,-0.04,-0.78,0.58,-1.03,1.03
0.62,-0.08,-0.04,-0.78,0.35,-1.21,0.53
0.62,-0.08,-0.04,-0.78,0.12,-1.05,0.34
0.62,-0.07,-0.04,-0.78,0.09,-0.34,-0.2
0.62,-0.07,-0.04,-0.78,0.05,-0.19,-0.03
0.63,-0.07,-0.04,-0.78,-0.02,0.2,0.24
0.63,-0.07,-0.04,-0.77,0.14,-0.08,0.77
0.63,-0.06,-0.05,-0.77,0.09,0.1,0.05
0.63,-0.06,-0.05,-0.77,-0.13,0.44,-0.18
0.64,-0.06,-0.05,-0.77,0.33,0.5,0.55
0.64,-0.05,-0.05,-0.77,0.62,0.42,0.2
0.64,-0.05,-0.05,-0.76,0.38,0.66,-0.44
0.64,-0.05,-0.05,-0.76,0.08,1.22,-0.8
0.64,-0.05,-0.05,-0.76,0.19,0.3,-0.74
0.64,-0.05,-0.05,-0.76,0.34,0.22,0.11
0.64,-0.05,-0.05,-0.76,0.54,-0.32,0.58
0.64,-0.05,-0.05,-0.76,0.46,-0.1,0.1
0.64,-0.05,-0.05,-0.76,0.27,0.09,-0.23
0.64,-0.05,-0.05,-0.76,0.31,0.47,-0.49
0.64,-0.05,-0.04,-0.76,0.32,0.67,-0.46
0.64,-0.05,-0.04,-0.76,0.33,0.72,-0.25
0.64,-0.05,-0.04,-0.77,0.48,-0.15,0.03
0.64,-0.06,-0.04,-0.77,0.29,-0.08,0.21
0.64,-0.06,-0.04,-0.77,0.19,0.28,-0.18
0.64,-0.06,-0.03,-0.77,0.3,0.47,-0.59
0.63,-0.06,-0.03,-0.77,0.09,1.03,-0.92
0.63,-0.07,-0.03,-0.77,0.05,1.01,-0.75
0.63,-0.07,-0.03,-0.77,0.24,0.39,-0.11
0.62,-0.08,-0.02,-0.78,0.65,-0.91,0.92
0.62,-0.08,-0.02,-0.78,0.47,-1.14,0.81
0.62,-0.09,-0.02,-0.78,0.29,-2.26,1.04
0.62,-0.09,-0.02,-0.78,-0.13,-1.05,0.34
0.62,-0.09,-0.02,-0.78,-0.24,-0.87,0.08
0.62,-0.08,-0.02,-0.78,-0.05,-0.55,-0.15
0.62,-0.08,-0.02,-0.78,-0.05,-1.02,-0.06
0.62,-0.08,-0.02,-0.78,0.0,-0.51,0.01
0.63,-0.08,-0.03,-0.77,0.25,-0.85,0.45
0.64,-0.07,-0.04,-0.77,0.32,0.94,0.17
0.64,-0.07,-0.04,-0.77,0.37,1.26,-0.05
0.64,-0.07,-0.04,-0.76,0.23,0.9,0.12
0.65,-0.07,-0.05,-0.76,0.27,0.94,-0.09
0.65,-0.06,-0.05,-0.76,0.25,0.29,0.13
0.65,-0.06,-0.05,-0.75,0.51,0.31,0.44
0.65,-0.06,-0.05,-0.75,0.35,0.24,0.56
0.66,-0.06,-0.05,-0.75,-0.11,0.17,0.21
0.66,-0.05,-0.06,-0.75,-0.18,0.2,-0.28
0.66,-0.05,-0.06,-0.75,-0.16,-0.52,-0.05
0.66,-0.05,-0.06,-0.75,-0.14,-0.12,-0.03
0.66,-0.05,-0.06,-0.75,0.3,-0.52,0.76
0.66,-0.05,-0.06,-0.74,0.22,0.34,0.65
0.67,-0.05,-0.06,-0.74,0.02,0.39,0.21
0.67,-0.04,-0.06,-0.74,-0.55,0.07,-1.14
0.67,-0.04,-0.07,-0.74,0.02,-1.06,0.95
0.67,-0.05,-0.07,-0.74,-0.78,-0.83,0.08
0.67,-0.05,-0.07,-0.74,-0.1,-0.74,0.32
0.67,-0.04,-0.07,-0.74,-0.02,2.22,-0.72
0.67,-0.04,-0.07,-0.74,0.12,2.49,-0.73
0.67,-0.04,-0.07,-0.74,1.27,0.53,0.0
0.67,-0.05,-0.07,-0.74,0.79,0.02,-0.36
0.67,-0.05,-0.08,-0.74,1.17,-0.56,-0.14
0.67,-0.05,-0.08,-0.73,0.84,-0.32,-0.31
0.67,-0.05,-0.08,-0.73,1.0,0.34,-0.04
0.68,-0.05,-0.08,-0.73,0.59,1.17,-0.08
