q0,q1,q2,q3,acc_x,acc_y,acc_z
0.25,-0.14,0.25,-0.92,-1.1,-0.27,1.51
0.25,-0.14,0.25,-0.93,-0.12,-0.27,1.72
0.25,-0.13,0.26,-0.93,-0.57,-0.32,1.47
0.25,-0.12,0.26,-0.93,-1.09,-0.05,0.57
0.25,-0.12,0.26,-0.92,-1.56,0.85,-0.05
0.25,-0.11,0.27,-0.92,-1.14,1.19,0.4
0.26,-0.11,0.27,-0.92,-0.96,0.55,1.03
0.26,-0.11,0.28,-0.92,-1.64,0.12,0.92
0.27,-0.1,0.28,-0.92,-1.56,1.25,0.7
0.27,-0.1,0.28,-0.92,-1.59,1.52,0.67
0.27,-0.1,0.29,-0.91,-1.47,0.27,1.02
0.28,-0.1,0.29,-0.91,1.25,-3.02,5.65
0.28,-0.09,0.29,-0.91,1.11,-2.29,5.12
0.29,-0.07,0.29,-0.91,0.77,-0.08,3.8
0.3,-0.05,0.3,-0.91,-2.05,3.24,-0.97
0.3,-0.04,0.3,-0.9,-1.63,2.06,-0.83
0.3,-0.03,0.3,-0.9,-0.82,-0.7,-1.02
0.31,-0.02,0.3,-0.9,-2.13,-0.79,-1.48
0.31,-0.02,0.3,-0.9,-2.9,-0.25,-2.3
0.31,-0.01,0.29,-0.91,-2.69,2.29,-6.22
0.32,-0.01,0.27,-0.91,-1.94,2.36,-6.53
0.32,-0.02,0.26,-0.91,-0.49,2.55,-5.29
0.32,-0.05,0.25,-0.91,-0.29,3.31,-2.65
0.32,-0.08,0.24,-0.91,3.17,-3.63,3.05
0.32,-0.09,0.24,-0.91,4.37,-7.27,4.78
0.33,-0.1,0.22,-0.91,2.46,-5.84,1.71
0.35,-0.09,0.19,-0.91,0.01,1.57,-2.29
0.35,-0.09,0.18,-0.91,0.23,2.02,-2.3
0.37,-0.09,0.16,-0.91,0.37,1.99,-2.38
0.37,-0.1,0.14,-0.91,0.59,0.97,-1.38
0.38,-0.1,0.14,-0.91,0.55,-1.4,-0.41
0.39,-0.11,0.12,-0.91,0.68,-2.46,0.12
0.4,-0.11,0.11,-0.91,0.96,-0.36,-0.7
0.4,-0.11,0.1,-0.9,0.58,0.61,-1.36
0.41,-0.11,0.09,-0.9,-0.05,0.93,-2.31
0.42,-0.12,0.08,-0.9,0.28,-0.25,-1.87
0.42,-0.12,0.07,-0.89,0.56,-0.63,-1.57
0.43,-0.13,0.06,-0.89,1.87,-1.22,-0.62
0.44,-0.14,0.05,-0.88,1.66,-0.46,-0.16
0.45,-0.14,0.05,-0.88,1.24,0.0,-0.1
0.46,-0.15,0.03,-0.88,0.67,1.28,-0.95
0.46,-0.16,0.03,-0.87,1.39,-0.26,0.18
0.47,-0.17,0.03,-0.87,2.24,-1.2,0.73
0.49,-0.17,0.01,-0.86,0.45,0.81,0.71
0.49,-0.17,0.01,-0.85,0.37,1.62,0.27
0.5,-0.17,-0.0,-0.85,1.5,1.48,1.44
0.51,-0.17,-0.01,-0.84,2.24,-0.18,2.31
0.51,-0.17,-0.01,-0.84,2.29,-0.32,2.17
0.52,-0.17,-0.01,-0.84,1.39,-0.45,1.85
0.53,-0.16,-0.01,-0.84,1.04,0.4,1.71
0.53,-0.16,-0.01,-0.83,0.76,1.3,1.03
0.53,-0.15,-0.01,-0.83,0.23,0.82,0.69
0.54,-0.15,-0.0,-0.83,0.99,-1.27,1.45
0.54,-0.15,-0.0,-0.83,1.24,-1.13,2.16
0.54,-0.14,0.0,-0.83,0.01,-0.63,0.48
0.54,-0.13,0.01,-0.83,-0.55,0.66,-0.84
0.55,-0.13,0.01,-0.83,-0.54,0.52,-1.16
0.55,-0.13,0.01,-0.82,0.89,-0.51,0.61
0.56,-0.13,0.01,-0.82,0.88,-0.72,0.26
0.56,-0.12,0.01,-0.82,0.1,-0.05,-0.04
0.56,-0.12,0.01,-0.82,-0.38,0.66,-0.37
0.57,-0.12,0.01,-0.81,-0.37,0.26,0.03
0.57,-0.12,0.01,-0.81,-0.16,-0.11,0.5
0.57,-0.12,0.01,-0.81,0.63,-0.99,1.56
0.58,-0.11,0.0,-0.81,0.35,-1.62,0.25
0.58,-0.11,0.0,-0.81,0.17,-0.99,0.05
0.59,-0.11,-0.01,-0.8,0.17,0.63,0.13
0.59,-0.1,-0.01,-0.8,0.18,0.42,0.35
0.59,-0.1,-0.01,-0.8,0.3,0.37,0.54
0.6,-0.1,-0.02,-0.79,0.77,0.51,1.0
0.6,-0.09,-0.03,-0.79,0.31,0.21,-0.54
0.61,-0.09,-0.03,-0.79,0.19,0.66,-0.64
0.61,-0.08,-0.03,-0.79,0.33,0.89,-0.38
0.62,-0.08,-0.04,-0.78,0.53,0.31,-0.24
0.62,-0.08,-0.04,-0.78,0.68,-0.14,0.07
0.62,-0.07,-0.04,-0.78,0.5,-0.97,0.42
0.63,-0.07,-0.05,-0.78,0.16,0.25,0.04
0.63,-0.07,-0.05,-0.77,0.29,1.19,-0.27
0.63,-0.07,-0.05,-0.77,0.23,0.82,-0.41
0.63,-0.06,-0.05,-0.77,0.43,0.01,0.03
0.63,-0.06,-0.05,-0.77,0.44,-0.27,0.25
0.64,-0.06,-0.06,-0.77,0.46,-0.34,0.1
0.64,-0.06,-0.06,-0.76,0.46,0.13,-0.29
0.64,-0.06,-0.06,-0.76,0.39,0.17,-0.63
0.64,-0.06,-0.06,-0.76,0.23,0.0,-0.97
0.64,-0.06,-0.07,-0.76,0.78,-0.33,0.42
0.64,-0.06,-0.07,-0.76,0.59,-0.1,0.66
0.64,-0.06,-0.07,-0.76,0.08,0.08,0.95
0.65,-0.06,-0.07,-0.76,-0.2,0.71,0.43
0.65,-0.06,-0.07,-0.76,0.27,0.89,0.32
0.65,-0.06,-0.07,-0.76,0.26,0.38,0.14
0.64,-0.06,-0.07,-0.76,0.32,-0.89,0.7
0.64,-0.06,-0.07,-0.76,0.24,-0.99,0.44
0.64,-0.06,-0.07,-0.76,0.07,-0.1,-0.57
0.64,-0.06,-0.07,-0.76,0.48,1.22,-0.18
0.64,-0.06,-0.07,-0.76,0.63,1.55,0.0
0.64,-0.06,-0.07,-0.76,0.49,0.29,-0.12
0.64,-0.06,-0.07,-0.76,0.2,0.35,-0.08
0.64,-0.06,-0.07,-0.76,0.21,0.56,-0.09
0.64,-0.06,-0.07,-0.76,0.19,0.53,0.0
0.64,-0.06,-0.07,-0.76,0.43,0.07,0.12
0.64,-0.06,-0.07,-0.77,0.57,-0.14,0.07
0.64,-0.06,-0.07,-0.77,1.12,-0.22,0.44
