q0,q1,q2,q3,acc_x,acc_y,acc_z
0.35,0.63,0.34,-0.61,0.27,0.04,-0.02
0.35,0.63,0.34,-0.61,0.26,0.0,0.0
0.35,0.63,0.34,-0.61,0.27,0.03,0.03
0.35,0.63,0.34,-0.61,0.25,0.05,-0.03
0.35,0.63,0.34,-0.61,0.27,0.02,0.0
0.35,0.63,0.34,-0.61,0.25,0.0,0.02
0.35,0.63,0.34,-0.61,0.25,0.01,-0.01
0.35,0.63,0.34,-0.61,0.24,0.0,0.02
0.35,0.63,0.34,-0.61,0.27,0.01,0.0
0.35,0.63,0.34,-0.61,0.25,0.02,0.01
0.35,0.63,0.34,-0.61,0.26,0.02,-0.01
0.35,0.63,0.34,-0.61,0.28,0.0,0.01
0.35,0.63,0.34,-0.61,0.28,0.0,0.0
0.35,0.63,0.34,-0.61,0.26,0.0,0.01
0.35,0.63,0.34,-0.61,0.27,0.01,0.02
0.35,0.63,0.34,-0.61,0.27,0.01,0.0
0.35,0.63,0.34,-0.61,0.26,0.01,0.0
0.35,0.63,0.34,-0.61,0.27,0.03,0.0
0.35,0.63,0.34,-0.61,0.26,0.01,0.02
0.35,0.63,0.34,-0.61,0.29,0.0,-0.01
0.35,0.63,0.34,-0.61,0.26,0.0,0.0
0.35,0.63,0.34,-0.61,0.28,0.01,0.05
0.35,0.63,0.34,-0.61,0.3,0.0,0.18
0.35,0.63,0.34,-0.61,0.29,0.02,0.14
0.35,0.63,0.34,-0.61,0.28,0.0,0.11
0.35,0.63,0.34,-0.61,0.27,0.02,0.04
0.35,0.63,0.34,-0.61,0.28,0.05,0.1
0.35,0.63,0.34,-0.61,0.26,0.06,0.03
0.35,0.63,0.34,-0.61,0.19,-0.02,-0.33
0.35,0.63,0.34,-0.61,0.2,-0.01,-0.33
0.35,0.63,0.34,-0.61,0.21,0.03,-0.59
0.35,0.63,0.34,-0.61,0.23,0.06,-0.26
0.35,0.63,0.34,-0.61,0.27,0.02,0.04
0.35,0.62,0.34,-0.61,0.27,0.0,0.27
0.35,0.62,0.34,-0.61,0.3,-0.02,0.37
0.35,0.62,0.34,-0.61,0.28,-0.05,0.41
0.35,0.62,0.34,-0.61,0.27,0.02,0.01
0.35,0.62,0.34,-0.61,0.27,0.02,0.0
0.35,0.62,0.34,-0.61,0.3,0.0,0.19
0.35,0.62,0.34,-0.61,0.29,-0.02,0.17
0.35,0.62,0.34,-0.61,0.24,0.03,-0.12
0.35,0.62,0.34,-0.61,0.24,0.05,-0.2
0.35,0.62,0.34,-0.61,0.26,-0.09,0.01
0.35,0.62,0.34,-0.61,0.28,0.0,0.16
0.35,0.62,0.34,-0.61,0.29,0.0,0.11
0.35,0.62,0.34,-0.61,0.28,0.0,0.24
0.35,0.62,0.34,-0.61,0.31,-0.06,0.53
0.35,0.62,0.34,-0.61,0.29,0.0,0.32
0.35,0.62,0.34,-0.61,0.25,0.03,-0.08
0.35,0.62,0.34,-0.61,0.25,0.03,-0.28
0.35,0.62,0.34,-0.61,0.27,0.02,-0.09
0.35,0.62,0.34,-0.61,0.29,0.02,0.0
0.35,0.63,0.34,-0.61,0.28,0.02,0.13
0.35,0.63,0.34,-0.61,0.27,0.02,0.02
0.35,0.63,0.34,-0.61,0.23,0.0,-0.17
0.35,0.63,0.34,-0.61,0.25,0.05,-0.17
0.35,0.63,0.34,-0.61,0.31,-0.07,0.35
0.35,0.63,0.34,-0.61,0.32,0.0,0.52
0.35,0.63,0.34,-0.61,0.31,0.01,0.55
0.35,0.63,0.34,-0.61,0.25,-0.01,-0.2
0.35,0.63,0.34,-0.61,0.2,0.04,-0.63
0.35,0.63,0.34,-0.61,0.12,0.07,-1.19
0.35,0.63,0.34,-0.61,0.27,0.07,-0.27
0.35,0.63,0.34,-0.61,0.36,-0.06,0.77
0.35,0.63,0.34,-0.61,0.36,-0.05,1.02
0.35,0.63,0.34,-0.61,0.24,0.0,-0.04
0.35,0.63,0.34,-0.61,0.21,0.0,-0.21
0.35,0.63,0.34,-0.6,0.25,0.08,-0.44
0.35,0.63,0.34,-0.6,0.23,0.02,-0.16
0.35,0.63,0.34,-0.61,0.28,0.0,0.02
0.35,0.63,0.34,-0.61,0.28,-0.03,0.26
0.35,0.63,0.34,-0.61,0.29,0.02,0.2
0.35,0.63,0.34,-0.61,0.3,0.07,0.14
0.35,0.63,0.34,-0.61,0.23,0.06,-0.38
0.35,0.63,0.34,-0.61,0.25,0.05,-0.22
0.35,0.63,0.34,-0.61,0.29,0.01,0.38
0.35,0.63,0.34,-0.61,0.31,-0.04,0.54
0.35,0.63,0.34,-0.61,0.33,0.01,0.6
0.35,0.63,0.34,-0.61,0.31,-0.04,0.53
0.35,0.63,0.34,-0.6,0.29,0.07,0.03
0.35,0.63,0.34,-0.6,0.24,0.07,-0.43
