q0,q1,q2,q3,acc_x,acc_y,acc_z
0.68,-0.02,-0.11,-0.73,-0.31,1.2,-0.52
0.67,-0.02,-0.11,-0.73,0.24,0.06,1.25
0.67,-0.02,-0.11,-0.73,0.42,-0.62,1.46
0.67,-0.02,-0.1,-0.73,0.22,-0.17,0.38
0.67,-0.02,-0.1,-0.73,0.41,-0.26,-0.72
0.67,-0.02,-0.1,-0.73,0.11,-0.62,0.0
0.67,-0.02,-0.1,-0.73,0.02,-0.57,0.11
0.67,-0.02,-0.1,-0.73,0.17,0.29,0.11
0.67,-0.02,-0.09,-0.73,0.05,0.38,-0.32
0.67,-0.02,-0.09,-0.73,-0.06,0.32,-0.03
0.67,-0.02,-0.09,-0.73,-0.24,-0.04,0.05
0.67,-0.02,-0.09,-0.73,-0.29,-0.4,0.18
0.67,-0.02,-0.09,-0.73,0.08,-0.79,0.84
0.67,-0.01,-0.09,-0.73,-0.22,-0.94,-0.02
0.67,-0.01,-0.09,-0.73,-0.36,0.26,-0.25
0.68,-0.01,-0.09,-0.73,-0.51,0.43,-0.18
0.68,-0.01,-0.09,-0.73,-0.35,0.29,-0.09
0.68,-0.01,-0.09,-0.73,-0.3,0.32,-0.31
0.68,-0.01,-0.09,-0.73,-0.24,-0.31,-0.05
0.68,-0.02,-0.09,-0.73,-0.49,-0.31,0.41
0.68,-0.02,-0.09,-0.73,-0.48,-0.14,0.4
0.68,-0.02,-0.09,-0.73,-0.09,0.31,0.44
0.68,-0.02,-0.09,-0.73,-0.16,0.34,0.0
0.68,-0.02,-0.09,-0.73,0.0,0.29,0.26
0.68,-0.02,-0.09,-0.73,0.07,0.12,0.81
0.68,-0.02,-0.09,-0.73,-0.2,-0.57,-0.01
0.68,-0.02,-0.09,-0.73,-0.21,-0.42,-0.02
0.68,-0.02,-0.1,-0.73,-0.42,-0.45,-0.01
0.68,-0.02,-0.1,-0.72,-0.06,-1.18,0.7
0.68,-0.02,-0.1,-0.72,0.09,-1.21,0.75
0.69,-0.02,-0.11,-0.72,-0.18,-0.64,0.12
0.69,-0.01,-0.11,-0.71,-0.03,0.66,-0.64
0.69,-0.01,-0.11,-0.71,0.03,1.28,-0.91
0.7,-0.01,-0.12,-0.71,0.2,0.78,-0.92
0.7,-0.01,-0.12,-0.71,0.28,0.94,-0.4
0.7,-0.01,-0.12,-0.71,0.62,0.94,-0.02
0.7,-0.01,-0.12,-0.71,0.38,0.86,-0.15
0.69,-0.01,-0.12,-0.71,-0.13,0.04,0.01
0.69,-0.01,-0.12,-0.71,-0.15,-0.21,0.08
0.69,-0.01,-0.12,-0.71,0.21,-0.53,0.27
0.69,-0.01,-0.12,-0.71,0.06,0.07,0.12
0.69,-0.01,-0.12,-0.71,0.01,-0.03,-0.04
0.69,-0.01,-0.12,-0.71,-0.1,-0.02,0.0
0.69,-0.01,-0.12,-0.71,0.1,0.1,-0.02
0.69,-0.01,-0.12,-0.71,0.18,0.15,0.11
0.69,-0.02,-0.12,-0.71,0.25,0.05,0.0
0.69,-0.01,-0.12,-0.71,0.32,0.07,0.09
0.69,-0.02,-0.12,-0.71,0.35,-0.33,-0.05
0.69,-0.01,-0.12,-0.71,0.26,-0.51,0.06
0.69,-0.01,-0.12,-0.71,-0.26,0.12,-0.11
0.69,-0.01,-0.12,-0.71,-0.27,0.2,0.0
0.69,-0.01,-0.12,-0.71,-0.09,-0.32,0.21
0.69,-0.01,-0.12,-0.71,-0.17,-0.07,0.15
0.69,-0.01,-0.12,-0.71,-0.1,0.3,0.01
0.69,-0.01,-0.12,-0.71,-0.01,0.4,-0.12
0.69,-0.01,-0.12,-0.71,-0.18,0.35,-0.02
0.69,-0.01,-0.12,-0.71,-0.21,0.1,-0.06
0.69,-0.01,-0.12,-0.71,-0.1,-0.08,0.28
0.69,-0.01,-0.12,-0.71,0.36,-0.74,0.42
0.69,-0.01,-0.12,-0.71,0.44,-0.73,0.13
0.69,-0.01,-0.12,-0.71,0.13,0.14,-0.13
0.69,-0.01,-0.12,-0.71,0.13,-0.3,-0.02
