q0,q1,q2,q3,acc_x,acc_y,acc_z
0.18,0.68,0.16,-0.69,0.06,-0.04,0.21
0.18,0.68,0.16,-0.69,0.03,0.0,-0.07
0.18,0.68,0.16,-0.69,0.01,0.03,-0.32
0.18,0.68,0.16,-0.69,0.05,0.07,-0.21
0.18,0.68,0.16,-0.69,0.04,-0.1,0.19
0.18,0.68,0.16,-0.69,0.07,0.04,0.08
0.18,0.68,0.16,-0.69,0.04,-0.01,-0.01
0.18,0.68,0.16,-0.69,0.03,0.06,-0.32
0.18,0.68,0.16,-0.69,0.02,-0.06,-0.15
0.18,0.68,0.16,-0.69,0.05,0.0,0.11
0.18,0.68,0.16,-0.69,0.0,-0.05,-0.12
0.18,0.68,0.16,-0.69,0.06,0.05,-0.16
0.18,0.68,0.16,-0.69,0.08,-0.01,-0.08
0.18,0.68,0.16,-0.69,0.03,-0.14,0.32
0.18,0.68,0.16,-0.69,0.03,-0.18,0.08
0.18,0.68,0.16,-0.69,-0.21,-0.28,0.11
0.18,0.69,0.16,-0.69,-0.22,-0.25,0.14
0.18,0.69,0.16,-0.69,-0.63,-0.08,-0.35
0.17,0.69,0.15,-0.69,-0.41,0.06,-0.48
0.17,0.69,0.15,-0.69,-0.23,0.12,-0.39
0.17,0.69,0.15,-0.69,-0.21,-0.1,0.25
0.17,0.69,0.15,-0.69,-0.15,-0.12,-0.38
0.17,0.69,0.15,-0.69,-0.23,0.14,-0.56
0.17,0.69,0.14,-0.69,0.02,0.15,-0.44
0.17,0.69,0.14,-0.69,0.29,0.1,0.32
0.17,0.69,0.14,-0.69,-0.22,0.06,-0.1
0.17,0.69,0.14,-0.69,-0.39,0.19,-0.41
0.17,0.69,0.15,-0.69,-0.05,-0.06,-0.25
0.17,0.69,0.15,-0.69,0.23,-0.18,0.12
0.17,0.69,0.15,-0.69,0.42,-0.05,-0.12
0.17,0.69,0.15,-0.69,-0.42,-0.18,0.03
0.17,0.69,0.16,-0.69,-0.84,-0.35,0.03
0.17,0.69,0.16,-0.68,-0.22,-0.35,0.04
0.17,0.69,0.16,-0.68,-0.09,-0.08,0.02
