q0,q1,q2,q3,acc_x,acc_y,acc_z
-0.21,0.19,0.19,0.94,0.2,-0.41,-0.22
-0.21,0.19,0.19,0.94,0.11,0.13,-0.29
-0.21,0.19,0.19,0.94,0.19,-0.12,-0.07
-0.21,0.19,0.19,0.94,0.24,-0.18,-0.08
-0.21,0.19,0.19,0.94,0.15,0.14,-0.21
-0.21,0.19,0.19,0.94,0.17,0.38,-0.32
-0.21,0.19,0.19,0.94,0.32,0.16,-0.12
-0.21,0.19,0.19,0.94,0.15,-0.08,0.0
-0.21,0.19,0.19,0.94,0.17,-0.15,-0.03
-0.21,0.19,0.19,0.94,0.19,-0.14,-0.15
-0.21,0.19,0.19,0.94,0.22,0.01,-0.12
-0.21,0.19,0.19,0.94,0.14,-0.06,-0.08
-0.21,0.19,0.19,0.94,0.12,-0.04,-0.09
-0.21,0.19,0.19,0.94,0.1,-0.02,-0.16
-0.21,0.19,0.19,0.94,0.3,-0.01,0.06
-0.21,0.19,0.19,0.94,0.25,-0.01,0.09
-0.21,0.19,0.19,0.94,0.1,0.0,-0.1
-0.21,0.19,0.19,0.94,0.12,0.05,-0.27
-0.21,0.19,0.19,0.94,0.13,0.16,-0.2
-0.21,0.19,0.19,0.94,0.29,0.04,-0.05
-0.21,0.19,0.19,0.94,0.29,-0.06,0.13
-0.21,0.19,0.19,0.94,0.26,0.07,0.19
-0.21,0.19,0.19,0.94,0.15,0.19,-0.1
-0.21,0.19,0.19,0.94,0.22,-0.03,-0.16
-0.21,0.19,0.19,0.94,0.22,-0.04,-0.04
-0.21,0.19,0.19,0.94,0.15,0.05,-0.13
-0.21,0.19,0.19,0.94,0.16,0.2,-0.28
-0.21,0.19,0.19,0.94,0.16,0.14,-0.19
-0.21,0.19,0.19,0.94,0.21,-0.03,-0.04
-0.21,0.19,0.19,0.94,0.22,0.0,-0.1
-0.21,0.19,0.19,0.94,0.2,0.07,-0.09
-0.21,0.19,0.19,0.94,0.17,0.07,-0.15
-0.21,0.19,0.19,0.94,0.14,0.0,-0.11
-0.21,0.19,0.19,0.94,0.16,-0.13,0.0
-0.21,0.19,0.19,0.94,0.21,-0.19,0.04
