marker_position_x,marker_position_y,marker_position_z,marker_quaternion_x,marker_quaternion_y,marker_quaternion_z,marker_quaternion_w
0.3531089425086975,0.2675553560256958,0.9334461688995361,0.9996344847427153,0.01693828873371188,0.003188537984696527,0.02082845441840634
0.3531436622142792,0.2675568163394928,0.9334121346473694,0.9996879232721789,0.01673591213728543,0.0026842765242117914,0.018351020904377718
0.3525869846343994,0.2671227753162384,0.9321355819702148,0.9996375048141796,0.01688753003573079,0.005541331455478227,0.02022285696616525
0.3531227111816406,0.2675652503967285,0.933448314666748,0.9996760379187681,0.016648775844433184,0.002612927556563966,0.019073806214273976
0.35318270325660706,0.26759275794029236,0.9337864518165588,0.9995960470882143,0.016933682729606353,0.004182793273518926,0.022438744957341644
0.352974534034729,0.2673247456550598,0.9330262541770935,0.9996379584521635,0.016922090589986977,0.004125529916004683,0.020507922239152297
0.3528686463832855,0.2673608958721161,0.9328184723854065,0.9996680271295098,0.01671757903587975,0.0031852294745534767,0.019344570281279817
0.35318246483802795,0.2676745057106018,0.933617115020752,0.9996760805722165,0.0168958951369798,0.0013613328895119958,0.018984452377028213
0.35298144817352295,0.2674514353275299,0.9333102703094482,0.9995967910210628,0.01717503800473942,0.004671575639581911,0.02212351307937305
0.35311028361320496,0.26751476526260376,0.9336100816726685,0.9996018407079136,0.016939095612594657,0.004834410411901841,0.02204213168338374
0.3527463972568512,0.2671794891357422,0.9328073859214783,0.9995258402078243,0.017076560964622536,0.00755403061752943,0.02448310527473827
0.35305729508399963,0.2675047218799591,0.9333053827285767,0.9997137644351938,0.01647535212643172,0.0011604927235657494,0.017309108231283694
0.35265302658081055,0.26716718077659607,0.9324774146080017,0.9995873525067541,0.016991902678631727,0.006991002595577597,0.022079987196702833
0.3524501919746399,0.2669968605041504,0.9319759607315063,0.999579819301233,0.016799260276036176,0.006740570688001624,0.02263922274930111
0.3531571328639984,0.267543226480484,0.933472752571106,0.9996345944435011,0.01727705959057854,0.0030369035795377707,0.020565943215162096
0.35327088832855225,0.26762768626213074,0.9338327646255493,0.999626706024271,0.01759790795350326,0.0030881931087188585,0.02066942916601652
0.3527926802635193,0.26725730299949646,0.9328134655952454,0.9996435549607121,0.016372704594041367,0.004934154507008293,0.02050248007161389
0.35305339097976685,0.26753875613212585,0.9333678483963013,0.9996817301612445,0.016423498240202693,0.0020015549252327238,0.019044707014184606
0.3528420329093933,0.2673041522502899,0.9327095746994019,0.999670620664217,0.016905282345241395,0.0038493693547858388,0.018922049709727565
0.3526415228843689,0.2671663761138916,0.9322465658187866,0.9996575456238072,0.016735907647599586,0.00505639839301466,0.019471356087546375
0.35294750332832336,0.26737892627716064,0.9328860640525818,0.9996847475713039,0.01649944581305508,0.0030177017270048125,0.018683341174619054
0.3531225919723511,0.2676323652267456,0.933432936668396,0.9996871326283993,0.016849920757937963,0.0022154734452302636,0.018352348761781878
0.35302090644836426,0.2675115764141083,0.9332053661346436,0.9996353728317028,0.017076725196172413,0.0025043786677238027,0.02076619675543902
0.3528192341327667,0.26724883913993835,0.9325739741325378,0.9996678405471546,0.016587129053379276,0.004015500849450184,0.019311951700515625
0.35323312878608704,0.26758721470832825,0.933614194393158,0.9997035549455562,0.016346403352292888,0.0009710040533664813,0.018018170767032507
0.3528624176979065,0.26735255122184753,0.932583212852478,0.9996759317360818,0.016827421071208763,0.0020772824540344352,0.01898826756961179
0.35288912057876587,0.26726481318473816,0.9330396056175232,0.9995724722493334,0.016651733751908274,0.005992101876327165,0.023274174518444303
0.35306692123413086,0.2674925625324249,0.9332188963890076,0.9996689394345877,0.016868125726541512,0.0020786576119135036,0.019317273273752548
0.35290175676345825,0.267432302236557,0.9329728484153748,0.9996488386709839,0.01739441627216716,0.0034911654036392857,0.019683632551648143
0.3527732491493225,0.2671893239021301,0.9326327443122864,0.9996319252426531,0.01667172782706097,0.004227666413221421,0.020980809413027383
0.35288292169570923,0.26741817593574524,0.9328117370605469,0.9996839392464709,0.017090012153740373,0.002872323968903056,0.018212711282535404
0.35338294506073,0.26777884364128113,0.9340304732322693,0.9996954518095396,0.01671068964671505,-8.198881092894708e-05,0.018159013207952258
0.35298141837120056,0.26747816801071167,0.9330723285675049,0.9996739567362298,0.016930179539198814,0.0032234752121876333,0.018840341070621828
0.35279518365859985,0.26733121275901794,0.9326861500740051,0.9996299388266403,0.016951093260862176,0.004236646019449984,0.020849380547507654
0.3533044159412384,0.2677226662635803,0.9338337779045105,0.9996655308963356,0.0171754347130041,0.0008287222133764668,0.019316935565973328
0.3527792990207672,0.26716938614845276,0.9324374198913574,0.9996415425019133,0.016754277348386436,0.0044081740115857705,0.020411974348708922
