q0,q1,q2,q3,acc_x,acc_y,acc_z
0.24,0.02,-0.01,-0.97,0.11,0.03,-0.33
0.24,0.02,-0.01,-0.97,0.1,0.03,-0.31
0.24,0.02,-0.01,-0.97,0.1,0.03,-0.38
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.36
0.24,0.02,-0.01,-0.97,0.08,0.03,-0.35
0.24,0.02,-0.01,-0.97,0.08,0.03,-0.38
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.33
0.24,0.02,-0.01,-0.97,0.1,0.03,-0.34
0.24,0.02,-0.01,-0.97,0.1,0.04,-0.36
0.24,0.02,-0.01,-0.97,0.1,0.01,-0.35
0.24,0.02,-0.01,-0.97,0.1,0.03,-0.35
0.24,0.02,-0.01,-0.97,0.06,0.03,-0.38
0.24,0.02,-0.01,-0.97,0.07,0.02,-0.37
0.24,0.02,-0.01,-0.97,0.1,0.02,-0.34
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.33
0.24,0.02,-0.01,-0.97,0.1,0.01,-0.33
0.24,0.02,-0.01,-0.97,0.1,0.01,-0.34
0.24,0.02,-0.01,-0.97,0.07,0.03,-0.37
0.24,0.02,-0.01,-0.97,0.07,0.04,-0.38
0.24,0.02,-0.01,-0.97,0.08,0.04,-0.36
0.24,0.02,-0.01,-0.97,0.1,0.04,-0.36
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.35
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.33
0.24,0.02,-0.01,-0.97,0.08,0.03,-0.35
0.24,0.02,-0.01,-0.97,0.08,0.01,-0.36
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.34
0.24,0.02,-0.01,-0.97,0.11,0.03,-0.35
0.24,0.02,-0.01,-0.97,0.1,0.02,-0.38
0.24,0.02,-0.01,-0.97,0.1,0.01,-0.33
0.24,0.02,-0.01,-0.97,0.1,0.03,-0.37
0.24,0.02,-0.01,-0.97,0.07,0.03,-0.36
0.24,0.02,-0.01,-0.97,0.08,0.0,-0.36
0.24,0.02,-0.01,-0.97,0.07,0.02,-0.36
0.24,0.02,-0.01,-0.97,0.1,0.03,-0.36
0.24,0.02,-0.01,-0.97,0.11,0.02,-0.36
0.24,0.02,-0.01,-0.97,0.11,0.02,-0.37
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.35
0.24,0.02,-0.01,-0.97,0.08,0.02,-0.35
0.24,0.02,-0.01,-0.97,0.08,0.06,-0.36
0.24,0.02,-0.01,-0.97,0.08,0.0,-0.35
0.24,0.02,-0.01,-0.97,0.1,0.01,-0.36
0.24,0.02,-0.01,-0.97,0.11,0.01,-0.35
0.24,0.02,-0.01,-0.97,0.1,0.01,-0.36
0.24,0.02,-0.01,-0.97,0.09,0.06,-0.35
0.24,0.02,-0.01,-0.97,0.09,0.03,-0.37
0.24,0.02,-0.01,-0.97,0.08,0.02,-0.35
0.24,0.02,-0.01,-0.97,0.11,0.02,-0.34
0.24,0.02,-0.01,-0.97,0.11,0.03,-0.39
0.24,0.02,-0.01,-0.97,0.1,0.02,-0.34
0.24,0.02,-0.01,-0.97,0.1,0.01,-0.33
