q0,q1,q2,q3,acc_x,acc_y,acc_z
0.35,0.66,0.24,-0.62,0.23,-1.02,-0.38
0.35,0.66,0.24,-0.62,0.25,-1.01,-0.29
0.35,0.66,0.25,-0.62,0.17,-0.97,-0.12
0.34,0.65,0.26,-0.62,0.18,-0.9,-0.11
0.34,0.65,0.26,-0.62,0.2,-0.94,0.02
0.34,0.65,0.27,-0.62,0.21,-0.86,0.14
0.34,0.65,0.27,-0.62,0.15,-0.73,0.0
0.34,0.65,0.28,-0.62,0.17,-0.66,0.07
0.34,0.65,0.28,-0.62,0.13,-0.63,0.35
0.34,0.65,0.29,-0.62,0.08,-0.59,0.32
0.33,0.65,0.29,-0.62,0.0,-0.66,0.25
0.33,0.64,0.29,-0.62,-0.04,-0.73,-0.01
0.33,0.64,0.29,-0.62,0.05,-0.45,0.36
0.33,0.64,0.29,-0.62,0.08,-0.37,0.31
0.33,0.65,0.29,-0.62,0.16,-0.19,0.19
0.33,0.65,0.29,-0.62,0.14,-0.11,0.16
0.33,0.65,0.29,-0.62,0.11,-0.07,0.2
0.33,0.65,0.29,-0.62,0.14,0.04,0.11
0.33,0.65,0.29,-0.62,0.05,0.13,0.0
0.33,0.65,0.29,-0.62,0.13,0.36,0.12
0.33,0.65,0.29,-0.62,0.23,0.53,0.14
0.33,0.64,0.3,-0.62,0.21,0.59,-0.12
0.33,0.64,0.3,-0.62,0.16,0.53,-0.27
0.33,0.64,0.31,-0.62,0.45,0.61,0.14
0.33,0.64,0.31,-0.62,0.43,0.67,0.14
0.33,0.63,0.32,-0.62,0.38,0.65,0.07
0.33,0.63,0.33,-0.62,0.2,0.75,-0.06
0.34,0.62,0.33,-0.62,0.89,1.11,1.16
0.33,0.62,0.34,-0.62,0.86,1.12,1.2
0.33,0.62,0.35,-0.62,0.4,0.94,0.63
0.33,0.61,0.36,-0.63,-0.21,0.71,-0.02
0.33,0.61,0.36,-0.63,-0.34,0.74,-0.02
0.32,0.6,0.36,-0.63,0.09,1.22,1.01
0.32,0.6,0.37,-0.64,0.13,1.37,1.04
0.31,0.6,0.37,-0.64,-0.21,1.25,0.42
0.31,0.6,0.37,-0.64,-0.28,1.35,0.14
0.3,0.6,0.37,-0.64,-0.08,1.68,0.53
0.3,0.6,0.37,-0.64,-0.05,1.8,0.6
0.29,0.6,0.37,-0.65,-0.21,2.04,-0.03
0.29,0.6,0.37,-0.65,-0.02,2.29,0.04
0.29,0.6,0.37,-0.65,0.01,2.35,0.19
0.28,0.6,0.37,-0.65,-0.03,2.19,0.09
0.28,0.6,0.37,-0.65,-0.4,1.96,-0.15
0.28,0.6,0.37,-0.65,-0.44,2.04,-0.15
0.28,0.6,0.37,-0.65,-0.13,2.32,0.32
0.28,0.6,0.37,-0.65,-0.11,2.23,0.07
0.28,0.6,0.37,-0.65,-0.18,2.1,-0.01
0.28,0.6,0.37,-0.65,-0.08,1.83,0.21
0.28,0.61,0.36,-0.65,-0.06,1.76,0.33
0.29,0.61,0.36,-0.65,-0.16,1.66,0.3
0.29,0.61,0.36,-0.64,-0.17,1.73,0.5
