q0,q1,q2,q3,acc_x,acc_y,acc_z
0.71,-0.68,-0.17,-0.05,0.33,0.55,-0.08
0.71,-0.69,-0.16,-0.05,0.15,1.6,-0.51
0.7,-0.69,-0.16,-0.05,0.2,1.46,-0.57
0.69,-0.7,-0.15,-0.05,0.2,1.05,-0.57
0.68,-0.72,-0.14,-0.05,0.09,0.48,-0.73
0.68,-0.72,-0.13,-0.05,0.12,0.41,-0.6
0.67,-0.73,-0.13,-0.06,0.27,-0.01,-0.29
0.67,-0.73,-0.12,-0.06,0.2,0.01,-0.29
0.67,-0.74,-0.11,-0.06,0.16,0.44,-0.58
0.67,-0.73,-0.1,-0.06,-0.24,1.18,-0.71
0.67,-0.73,-0.1,-0.06,-0.04,1.24,-0.67
0.67,-0.73,-0.1,-0.06,-0.02,1.4,-0.67
0.67,-0.73,-0.1,-0.06,-0.19,1.13,-0.8
0.67,-0.73,-0.1,-0.06,-0.14,1.01,-0.65
0.68,-0.73,-0.1,-0.07,-0.09,0.41,-0.52
0.68,-0.72,-0.1,-0.07,-0.12,-0.79,-0.34
0.68,-0.72,-0.1,-0.07,-0.18,-1.4,-0.21
0.68,-0.72,-0.1,-0.07,-0.47,-1.5,0.38
0.68,-0.72,-0.1,-0.07,-0.51,-0.93,0.63
0.69,-0.72,-0.1,-0.07,-0.48,-0.58,0.68
0.69,-0.71,-0.09,-0.07,-0.26,0.16,0.63
0.69,-0.71,-0.09,-0.07,-0.13,0.86,0.0
0.69,-0.71,-0.09,-0.08,-0.22,0.79,-0.32
0.69,-0.71,-0.09,-0.08,-0.52,0.19,-1.01
0.69,-0.71,-0.08,-0.08,-0.71,-0.61,-0.92
0.69,-0.72,-0.08,-0.08,-0.85,-0.92,-0.8
0.68,-0.72,-0.08,-0.09,-1.06,-1.57,-0.23
0.68,-0.72,-0.09,-0.08,-0.87,-1.55,0.3
0.68,-0.72,-0.09,-0.08,-0.45,-0.98,0.69
0.69,-0.72,-0.09,-0.08,-0.21,-0.22,0.74
0.69,-0.72,-0.08,-0.08,-0.31,0.79,0.44
0.69,-0.72,-0.08,-0.08,-0.28,0.85,0.42
0.69,-0.72,-0.08,-0.07,-0.31,0.67,0.19
0.69,-0.72,-0.08,-0.07,-0.6,0.37,-0.17
0.69,-0.72,-0.08,-0.07,-0.59,0.11,-0.23
0.69,-0.72,-0.08,-0.07,-0.86,0.1,-0.4
0.69,-0.72,-0.07,-0.07,-1.04,0.26,-0.27
0.69,-0.72,-0.07,-0.07,-1.4,0.8,0.33
0.69,-0.71,-0.07,-0.06,-1.45,1.64,0.94
0.7,-0.71,-0.07,-0.06,-0.92,2.75,1.55
0.7,-0.71,-0.07,-0.06,-0.32,2.44,1.42
0.71,-0.7,-0.07,-0.06,0.47,1.29,0.54
0.72,-0.69,-0.08,-0.06,0.74,-0.86,-0.63
0.72,-0.69,-0.08,-0.07,0.85,-1.44,-0.91
0.72,-0.68,-0.08,-0.07,0.15,-2.61,-1.3
0.72,-0.69,-0.07,-0.07,-0.16,-1.82,-0.29
0.72,-0.69,-0.07,-0.07,-0.01,-1.5,0.42
0.72,-0.69,-0.07,-0.06,-0.5,-0.55,0.96
0.72,-0.69,-0.07,-0.06,-0.62,0.07,0.98
0.72,-0.68,-0.07,-0.06,-0.64,0.75,0.9
0.73,-0.68,-0.06,-0.05,-0.68,1.1,0.52
0.73,-0.68,-0.06,-0.05,-0.58,0.98,0.44
0.73,-0.68,-0.06,-0.05,-0.53,0.79,0.58
0.73,-0.68,-0.06,-0.05,-0.4,0.01,1.05
0.73,-0.68,-0.06,-0.05,-0.45,-0.29,1.26
0.73,-0.68,-0.06,-0.05,-0.56,-0.32,1.3
0.73,-0.67,-0.06,-0.05,-0.75,-0.12,1.49
