q0,q1,q2,q3,acc_x,acc_y,acc_z
0.69,-0.09,-0.06,-0.71,-0.29,-0.71,-1.21
0.69,-0.09,-0.06,-0.71,-0.31,-0.77,-1.24
0.69,-0.08,-0.06,-0.71,0.47,-0.88,0.14
0.69,-0.08,-0.06,-0.71,0.14,-0.61,-0.19
0.7,-0.08,-0.07,-0.71,0.22,-0.08,0.14
0.7,-0.08,-0.07,-0.71,0.27,0.1,-0.17
0.7,-0.07,-0.07,-0.71,0.12,0.76,-0.63
0.7,-0.07,-0.07,-0.71,0.14,0.63,-0.5
0.7,-0.07,-0.07,-0.71,0.12,0.05,-0.16
0.7,-0.07,-0.07,-0.71,0.63,-0.6,0.65
0.7,-0.07,-0.07,-0.71,0.51,-0.35,0.57
0.69,-0.06,-0.07,-0.71,-0.29,0.44,-0.81
0.69,-0.06,-0.07,-0.71,-0.03,0.38,-0.57
0.7,-0.06,-0.07,-0.71,-0.01,-0.25,0.27
0.69,-0.06,-0.07,-0.72,0.0,-0.42,0.33
0.69,-0.06,-0.08,-0.71,0.13,-0.29,0.33
0.69,-0.06,-0.08,-0.71,0.08,-0.16,0.36
0.69,-0.06,-0.08,-0.71,0.09,-0.05,0.0
0.7,-0.06,-0.08,-0.71,0.13,-0.38,0.02
0.7,-0.05,-0.08,-0.71,-0.06,-0.44,0.04
0.7,-0.05,-0.08,-0.71,0.01,-0.09,0.24
0.7,-0.05,-0.09,-0.71,-0.09,0.18,-0.13
0.7,-0.05,-0.09,-0.71,-0.04,0.35,-0.33
0.7,-0.05,-0.09,-0.71,0.1,0.84,-0.49
0.7,-0.05,-0.09,-0.7,0.17,0.48,-0.39
0.7,-0.05,-0.09,-0.7,0.28,-0.12,-0.2
0.7,-0.05,-0.09,-0.71,0.27,-0.09,-0.11
0.7,-0.04,-0.1,-0.7,0.0,0.64,-0.5
0.7,-0.04,-0.1,-0.7,0.4,0.4,0.03
0.7,-0.04,-0.1,-0.7,0.46,0.67,-0.41
0.7,-0.04,-0.1,-0.7,0.19,1.29,-0.11
0.7,-0.04,-0.1,-0.7,0.3,0.86,0.02
0.7,-0.05,-0.1,-0.71,0.29,0.43,0.03
0.7,-0.05,-0.1,-0.71,0.12,0.63,0.44
0.7,-0.05,-0.1,-0.71,-0.3,0.07,0.17
0.69,-0.05,-0.1,-0.71,0.49,-0.77,1.12
0.69,-0.05,-0.1,-0.71,0.39,-0.02,0.08
0.69,-0.05,-0.1,-0.71,0.42,0.04,0.02
0.69,-0.04,-0.1,-0.71,0.5,-0.52,-0.08
0.69,-0.04,-0.1,-0.72,0.23,-0.14,-0.54
0.69,-0.04,-0.1,-0.72,0.33,-0.36,-0.54
0.69,-0.04,-0.1,-0.72,0.06,-0.11,-0.01
0.69,-0.05,-0.1,-0.72,0.05,0.05,-0.12
0.69,-0.05,-0.1,-0.72,0.58,-0.1,0.02
0.68,-0.05,-0.09,-0.72,0.6,-0.43,0.09
0.68,-0.05,-0.09,-0.72,0.25,0.54,-0.28
0.68,-0.05,-0.09,-0.72,0.0,0.81,-0.3
0.68,-0.05,-0.09,-0.73,0.05,0.08,-0.13
0.68,-0.05,-0.09,-0.73,0.29,0.27,-0.46
0.67,-0.06,-0.09,-0.73,0.25,-0.37,-0.42
0.67,-0.06,-0.09,-0.73,0.33,-1.02,-0.08
0.67,-0.06,-0.09,-0.74,0.02,-1.01,0.06
