q0,q1,q2,q3,acc_x,acc_y,acc_z
0.79,-0.07,-0.08,-0.6,-0.16,0.16,-0.23
0.79,-0.07,-0.08,-0.6,0.0,0.01,-0.06
0.79,-0.07,-0.08,-0.6,0.24,-0.2,0.3
0.79,-0.07,-0.08,-0.6,0.25,-0.42,-0.08
0.79,-0.08,-0.08,-0.6,-0.37,0.66,-0.37
0.79,-0.08,-0.08,-0.6,0.08,0.42,0.52
0.79,-0.08,-0.09,-0.6,-0.19,0.58,-0.04
0.79,-0.08,-0.09,-0.6,-0.21,0.25,0.16
0.79,-0.08,-0.09,-0.6,-0.15,0.04,0.13
0.79,-0.08,-0.09,-0.6,0.24,-0.61,0.21
0.79,-0.08,-0.09,-0.6,0.05,-0.55,-0.41
0.79,-0.08,-0.09,-0.6,0.03,-0.47,-0.39
0.79,-0.08,-0.09,-0.6,0.18,-0.3,-0.46
0.79,-0.08,-0.09,-0.6,0.12,-0.29,-0.57
0.79,-0.08,-0.09,-0.6,0.15,0.01,-0.54
0.79,-0.08,-0.09,-0.6,0.37,0.19,0.0
0.79,-0.08,-0.09,-0.6,0.56,-0.01,0.2
0.79,-0.08,-0.09,-0.6,0.43,0.08,0.25
0.79,-0.08,-0.1,-0.6,0.13,0.76,-0.17
0.79,-0.08,-0.1,-0.6,0.17,0.86,-0.12
0.79,-0.08,-0.1,-0.6,0.26,0.23,0.1
0.79,-0.08,-0.1,-0.6,0.12,0.11,0.05
0.79,-0.08,-0.1,-0.6,-0.08,0.06,0.23
0.79,-0.08,-0.1,-0.6,-0.07,0.16,0.08
0.79,-0.08,-0.1,-0.6,-0.17,0.03,-0.01
0.79,-0.08,-0.1,-0.61,-0.1,0.22,0.05
0.79,-0.08,-0.1,-0.61,0.14,-0.2,0.36
0.79,-0.08,-0.1,-0.61,-0.09,-0.05,0.03
0.79,-0.08,-0.09,-0.61,-0.11,0.13,0.41
0.79,-0.08,-0.09,-0.61,0.14,-0.29,0.95
0.79,-0.08,-0.09,-0.61,-0.02,-0.47,0.82
0.79,-0.08,-0.09,-0.61,-0.51,-0.01,-0.36
0.79,-0.08,-0.08,-0.61,-0.43,0.09,-0.46
0.79,-0.08,-0.08,-0.61,-0.11,-0.1,-0.33
0.79,-0.08,-0.08,-0.61,0.1,0.2,-0.64
0.79,-0.08,-0.08,-0.61,0.15,0.79,-0.69
0.79,-0.08,-0.08,-0.6,0.3,0.83,-0.03
0.79,-0.08,-0.08,-0.6,0.04,0.65,-0.37
0.79,-0.08,-0.08,-0.6,-0.08,0.41,-0.47
0.79,-0.08,-0.08,-0.6,0.06,-0.53,-0.16
0.79,-0.08,-0.08,-0.6,-0.03,-0.04,-0.09
0.79,-0.08,-0.08,-0.6,0.02,-0.09,-0.03
0.79,-0.08,-0.07,-0.6,-0.05,0.42,-0.1
0.79,-0.08,-0.07,-0.6,-0.14,0.97,0.0
0.79,-0.08,-0.07,-0.6,-0.16,0.92,-0.09
0.79,-0.08,-0.07,-0.6,-0.28,0.42,-0.03
0.79,-0.08,-0.07,-0.61,-0.28,-0.11,-0.03
0.79,-0.08,-0.08,-0.61,-0.14,-0.02,0.14
0.79,-0.08,-0.08,-0.61,0.12,-0.44,-0.08
0.79,-0.08,-0.08,-0.61,0.18,-0.47,0.0
0.79,-0.08,-0.08,-0.61,0.3,-0.41,-0.32
